text,label,class
New claims for state unemployment benefits sharply increased last week as the resurgent pandemic continued to batter the economy.,0,0
"The first warning of the devastation that the coronavirus could wreak inside American nursing homes came in late February, when residents of a facility in suburban Seattle perished, one by one, as families waited helplessly outside.",0,0
"President Trump’s doctor said in a memo released Saturday night that he was “no longer considered a transmission risk to others,” as the president prepared to resume campaign activities this week.",0,0
"After months of locked-down borders, countries that have stifled the coronavirus are trying to choreograph a risky dance: how to bring back visitors without importing another burst of uncontrolled contagion.",0,0
The standard wisdom says investors should hang tough and ride out market declines. But a big plunge always drives plenty of people to the sidelines.,0,0
"Ventilators in short supply. Intensive care beds already overflowing. Some health workers buying their own face masks or hoods. And if cases of the deadly coronavirus surge in anything like the numbers some experts have predicted, doctors say they would have to consider denying lifesaving care to the frailest patients to prioritize those with better chances of surviving.",0,0
"The N.A.A.C.P. is the latest group to file a lawsuit against Postmaster General Louis DeJoy and the U.S. Postal Service, alleging that recent slowdowns in mail delivery could have grave consequences for Americans’ right to vote.",0,0
"When Jennifer Fogle and her family moved from Indiana to Georgia 13 years ago, they settled in Jefferson, a small, handsome city an hour’s drive from Atlanta, because they had heard about the excellent schools. And until recently, they had little to complain about. The teachers are passionate and committed, and the facilities rival those found at some private schools.",0,0
"So you finally got a Covid-19 vaccine. Relieved, you take a photograph of your vaccination card, showing your name and birth date and which vaccine you had, and publish it on social media.",0,0
"After braving the Atlantic on a rickety and overcrowded fishing boat for six days, a group of young Senegalese has spent the past three weeks in a three-star hotel in the Canary Islands, overlooking a spectacular beach lapped by pristine waters.",0,0
"The Republic of San Marino, a tiny independent nation located within Italy, is usually an afterthought for most Italians. But it recently became a source of outsize worry for a seemingly unusual reason: dinner.",0,0
"A cougar has tested positive for the coronavirus, the first such instance in the United States. And a tiger at the same Texas facility that exhibits wild animals also tested positive, the Department of Agriculture said on Wednesday.",0,0
"To the immune system, not all germs are equally memorable. But our body’s cells seem to be seriously studying up on the coronavirus.",0,0
"When an employee of the Dartmouth-Hitchcock Medical Center in New Hampshire showed signs of possible coronavirus last week, a medical worker who had examined him told him to avoid contact with others, pending further tests. Instead, he went to a mixer at a crowded music venue.",0,0
